table_name	column_name	data_type	ordinal_position
temp_weekly_cogs_staging	created_timestamp	timestamp with time zone	2
temp_weekly_cogs_staging	updated_timestamp	timestamp with time zone	3
temp_weekly_cogs_staging	created_by	character varying	4
temp_weekly_cogs_staging	updated_by	character varying	5
temp_weekly_cogs_staging	execution_id	uuid	6
temp_weekly_cogs_staging	execution_file_id	uuid	7
temp_weekly_cogs_staging	parsed_data	jsonb	8
temp_weekly_cogs_staging	status	character varying	9
temp_weekly_cogs_staging	error_message	character varying	10
temp_weekly_cogs_staging	processed_at	timestamp without time zone	11
v_vena_car_count_daily_load	_Account	text	1
v_vena_car_count_daily_load	_Entity	integer	2
v_vena_car_count_daily_load	_Department	text	3
v_vena_car_count_daily_load	_Location	character varying	4
v_vena_car_count_daily_load	_Brand	text	5
v_vena_car_count_daily_load	_Date	date	6
v_vena_car_count_daily_load	_Plaza	bigint	7
v_vena_car_count_daily_load	_Gas	bigint	8
v_vena_car_count_daily_load	_Highway	bigint	9
v_vena_cogs_weekly_load	_Account	text	1
v_vena_cogs_weekly_load	_Entity	integer	2
v_vena_cogs_weekly_load	_Department	text	3
v_vena_cogs_weekly_load	_Location	character varying	4
v_vena_cogs_weekly_load	_Brand	character varying	5
v_vena_cogs_weekly_load	_Date	date	6
v_vena_cogs_weekly_load	_Value	numeric	7
v_vena_inventory_weekly_load	_Account	text	1
v_vena_inventory_weekly_load	_Entity	integer	2
v_vena_inventory_weekly_load	_Department	text	3
v_vena_inventory_weekly_load	_Location	character varying	4
v_vena_inventory_weekly_load	_Brand	character varying	5
v_vena_inventory_weekly_load	_Date	date	6
v_vena_inventory_weekly_load	_Value	numeric	7
v_vena_labour_daily_load	_Account	text	1
v_vena_labour_daily_load	_Entity	integer	2
v_vena_labour_daily_load	_Department	text	3
v_vena_labour_daily_load	_Location	character varying	4
v_vena_labour_daily_load	_Brand	character varying	5
v_vena_labour_daily_load	_Date	date	6
v_vena_labour_daily_load	_Value	numeric	7
v_vena_people_count_daily_load	_Account	text	1
v_vena_people_count_daily_load	_Entity	integer	2
v_vena_people_count_daily_load	_Department	text	3
v_vena_people_count_daily_load	_Location	character varying	4
v_vena_people_count_daily_load	_Brand	text	5
v_vena_people_count_daily_load	_Date	date	6
v_vena_people_count_daily_load	_Value	bigint	7
v_vena_receipts_weekly_load	_Account	text	1
v_vena_receipts_weekly_load	_Entity	integer	2
v_vena_receipts_weekly_load	_Department	text	3
v_vena_receipts_weekly_load	_Location	character varying	4
v_vena_receipts_weekly_load	_Brand	character varying	5
v_vena_receipts_weekly_load	_Date	date	6
v_vena_receipts_weekly_load	_Value	numeric	7
v_vena_sales_hourly_load	_Account	text	1
v_vena_sales_hourly_load	_Entity	integer	2
v_vena_sales_hourly_load	_Department	text	3
v_vena_sales_hourly_load	_Location	character varying	4
v_vena_sales_hourly_load	_Brand	character varying	5
v_vena_sales_hourly_load	_Date	date	6
v_vena_sales_hourly_load	_Hour	integer	7
v_vena_sales_hourly_load	_Counter	numeric	8
v_vena_sales_hourly_load	_DT	numeric	9
v_vena_sales_hourly_load	_Digital	numeric	10
v_vena_sales_hourly_load	_PBI Value	numeric	11
v_vena_transactions_hourly_load	_Account	text	1
v_vena_transactions_hourly_load	_Entity	integer	2
v_vena_transactions_hourly_load	_Department	text	3
v_vena_transactions_hourly_load	_Location	character varying	4
v_vena_transactions_hourly_load	_Brand	character varying	5
v_vena_transactions_hourly_load	_Date	date	6
v_vena_transactions_hourly_load	_Hour	integer	7
v_vena_transactions_hourly_load	_Counter	bigint	8
v_vena_transactions_hourly_load	_DT	bigint	9
v_vena_transactions_hourly_load	_Digital	bigint	10
v_vena_transactions_hourly_load	_PBI Value	bigint	11
vena_brand_codes	brand_id	character varying	1
vena_brand_codes	created_by	character varying	2
vena_brand_codes	updated_by	character varying	3
vena_brand_codes	created_at	timestamp without time zone	4
vena_brand_codes	updated_at	timestamp without time zone	5
vena_brand_codes	brand_code	character varying	6
vena_budget_region_mapping	id	uuid	1
vena_budget_region_mapping	created_timestamp	timestamp with time zone	2
vena_budget_region_mapping	updated_timestamp	timestamp with time zone	3
vena_budget_region_mapping	created_by	character varying	4
vena_budget_region_mapping	updated_by	character varying	5
vena_budget_region_mapping	plaza	character varying	6
vena_budget_region_mapping	brand	character varying	7
vena_budget_region_mapping	value	numeric	8
vena_budget_region_mapping	time_period_date	character varying	9
vena_budget_region_mapping	host_location_id	character varying	10
vena_budget_region_mapping	lbrand	character varying	11
vena_budget_region_mapping	retail_period	character varying	12
vena_budget_region_mapping	week_of_year	character varying	13
vena_budget_region_mapping	retail_weeknum	character varying	14
vena_budget_region_mapping	region	character varying	15
vena_gross_margin	id	uuid	1
vena_gross_margin	created_timestamp	timestamp with time zone	2
vena_gross_margin	updated_timestamp	timestamp with time zone	3
vena_gross_margin	created_by	character varying	4
vena_gross_margin	updated_by	character varying	5
vena_gross_margin	budget_year	integer	6
vena_gross_margin	Region	character varying	7
vena_gross_margin	Location	character varying	8
vena_gross_margin	Brand	character varying	9
vena_gross_margin	value	double precision	10
vena_gross_margin	TimePeriod	character varying	11
vena_gross_margin	TimePeriod_Date	date	12
vena_gross_margin	HostLocationID	smallint	13
vena_labour_hours	id	uuid	1
vena_labour_hours	created_timestamp	timestamp with time zone	2
vena_labour_hours	updated_timestamp	timestamp with time zone	3
vena_labour_hours	created_by	character varying	4
vena_labour_hours	updated_by	character varying	5
vena_labour_hours	budget_year	integer	6
vena_labour_hours	Region	character varying	7
vena_labour_hours	Location	character varying	8
vena_labour_hours	Brand	character varying	9
vena_labour_hours	value	double precision	10
vena_labour_hours	TimePeriod	date	11
vena_labour_hours	TimePeriod_Date	date	12
vena_labour_hours	HostLocationID	smallint	13
vena_labour_hours_dump	id	uuid	1
vena_labour_hours_dump	created_timestamp	timestamp with time zone	2
vena_labour_hours_dump	updated_timestamp	timestamp with time zone	3
vena_labour_hours_dump	created_by	character varying	4
vena_labour_hours_dump	updated_by	character varying	5
vena_labour_hours_dump	budget_year	integer	6
vena_labour_hours_dump	Region	character varying	7
vena_labour_hours_dump	Location	character varying	8
vena_labour_hours_dump	Brand	character varying	9
vena_labour_hours_dump	value	double precision	10
vena_labour_hours_dump	TimePeriod	date	11
vena_labour_hours_dump	TimePeriod_Date	date	12
vena_labour_hours_dump	HostLocationID	smallint	13
vena_labour_hours_dump_1	id	uuid	1
vena_labour_hours_dump_1	created_timestamp	timestamp with time zone	2
vena_labour_hours_dump_1	updated_timestamp	timestamp with time zone	3
vena_labour_hours_dump_1	created_by	character varying	4
vena_labour_hours_dump_1	updated_by	character varying	5
vena_labour_hours_dump_1	budget_year	integer	6
vena_labour_hours_dump_1	Region	character varying	7
vena_labour_hours_dump_1	Location	character varying	8
vena_labour_hours_dump_1	Brand	character varying	9
vena_labour_hours_dump_1	value	double precision	10
vena_labour_hours_dump_1	TimePeriod	date	11
vena_labour_hours_dump_1	TimePeriod_Date	date	12
vena_labour_hours_dump_1	HostLocationID	smallint	13
vena_plaza_mapping	location_id	character varying	1
vena_plaza_mapping	created_by	character varying	2
vena_plaza_mapping	updated_by	character varying	3
vena_plaza_mapping	created_at	timestamp without time zone	4
vena_plaza_mapping	updated_at	timestamp without time zone	5
vena_plaza_mapping	plaza_code	character varying	6
vena_plaza_mapping	plaza_name	character varying	7
vena_plaza_mapping	waiv_plaza_name_reference	character varying	8
vena_sales	id	uuid	1
vena_sales	created_timestamp	timestamp with time zone	2
vena_sales	updated_timestamp	timestamp with time zone	3
vena_sales	created_by	character varying	4
vena_sales	updated_by	character varying	5
vena_sales	budget_year	integer	6
vena_sales	Region	character varying	7
vena_sales	Location	character varying	8
vena_sales	Brand	character varying	9
vena_sales	value	numeric	10
vena_sales	TimePeriod	character varying	11
vena_sales	TimePeriod_Date	date	12
vena_sales	HostLocationID	smallint	13
vena_transactions	id	uuid	1
vena_transactions	created_timestamp	timestamp with time zone	2
vena_transactions	updated_timestamp	timestamp with time zone	3
vena_transactions	created_by	character varying	4
vena_transactions	updated_by	character varying	5
vena_transactions	budget_year	integer	6
vena_transactions	Region	character varying	7
vena_transactions	Location	character varying	8
vena_transactions	Brand	character varying	9
vena_transactions	value	double precision	10
vena_transactions	TimePeriod	date	11
vena_transactions	TimePeriod_Date	date	12
vena_transactions	HostLocationID	smallint	13
weekly_cogs	id	bigint	1
weekly_cogs	created_by	character varying	2
weekly_cogs	updated_by	character varying	3
weekly_cogs	created_at	timestamp without time zone	4
weekly_cogs	updated_at	timestamp without time zone	5
weekly_cogs	loc_code	character varying	6
weekly_cogs	period	date	7
weekly_cogs	cogs	numeric	8
weekly_cogs	end_value	numeric	9
weekly_cogs	purchase_value	numeric	10
weekly_cogs_prod_num	product_num	character varying	1
weekly_cogs_prod_num	created_timestamp	timestamp with time zone	2
weekly_cogs_prod_num	updated_timestamp	timestamp with time zone	3
weekly_cogs_prod_num	created_by	character varying	4
weekly_cogs_prod_num	updated_by	character varying	5
weekly_cogs_prod_num	product_name	character varying	6
weekly_cogs_prod_num	category	character varying	7
weekly_cogs_prod_num	sub_category	character varying	8
weekly_cogs_prod_num	micro_category	character varying	9
weekly_cogs_prod_num	inv_unit	character varying	10
